5899,4767,0
5809,9601,0
2679,14071,0
1767,13799,0
658,3766,0
4149,9677,0
3006,8614,0
4620,10134,0
4567,4057,0
5424,12313,1
561,939,1
5403,13139,0
3608,11174,0
979,3054,1
5740,514,0
3740,12570,0
5725,1175,0
2294,6432,0
1005,12415,1
3057,7714,0
2133,10852,0
2051,203,0
5820,526,0
2748,4160,0
5691,7417,0
3867,14135,0
1972,2132,0
1297,14580,0
2769,1367,0
2493,6502,0
1138,3558,0
4748,10809,0
2347,12153,0
492,2365,0
4884,13846,0
3188,13275,0
2709,1337,0
1656,105,0
3054,3440,0
2540,4481,0
1085,12442,0
25,3550,0
2956,12111,0
3721,7491,0
1583,14633,0
600,5701,0
4194,9407,0
3805,12298,1
5258,11761,0
1727,6191,0
4007,9481,0
2529,3782,1
2760,15078,0
1766,12269,0
19,10670,0
4554,1248,0
4646,14849,0
5278,7854,0
3040,6345,0
3613,7266,0
758,6351,0
2827,10478,0
61,13790,0
5357,5507,0
5177,6909,0
5826,1210,0
1330,8131,0
54,10300,0
5914,4840,0
5760,220,0
4924,3578,0
2803,4762,0
96,12571,0
1958,10273,0
5531,4165,0
901,1978,0
4211,10279,1
4314,2298,0
3894,1856,1
2540,1104,0
3771,4325,0
1666,13703,0
1762,4954,0
3993,6543,0
5109,2442,0
1955,12073,0
2596,6901,0
3572,7921,0
4135,11301,1
3771,14411,0
3811,6276,0
2976,14524,0
2782,7743,0
4418,2753,0
3311,4605,0
1108,14246,0
3891,1274,0
5272,9310,0
6040,10323,0
4377,9435,0
5379,14585,0
4110,5402,0
3872,6076,0
4274,10767,0
3764,13515,0
3643,2478,0
1514,2388,1
2635,742,1
1304,11890,1
1725,2020,0
5712,13602,0
2281,8350,0
1396,14235,0
5267,6858,0
4776,261,0
5453,12530,0
3645,6327,0
840,4098,0
3427,13607,0
4635,4483,0
389,10366,1
439,5808,0
2104,6642,0
3079,2034,0
810,2974,0
4537,12698,0
5989,2721,0
1912,14759,0
502,14779,0
181,9248,0
1485,7745,0
537,9099,0
2205,4957,0
2023,9662,0
5898,4292,0
846,2258,0
3560,7768,0
1311,4624,0
2174,3227,0
2076,13613,0
492,6801,0
663,10309,1
3948,10498,0
3616,9873,0
4287,8517,1
1575,7660,1
138,10392,0
2437,8633,0
4749,6830,0
902,11524,1
3583,3744,1
4803,13969,0
815,8963,0
2218,7747,0
3899,9810,0
3778,12367,0
3740,5481,0
1421,5778,0
4927,3638,0
4164,11745,0
1694,2636,0
3939,457,0
931,1214,0
5515,5910,0
3582,839,1
2451,8037,0
5710,851,0
3065,10939,0
2418,1690,1
2035,1940,0
5513,328,0
1505,10658,0
1136,8074,0
218,1104,0
3616,4076,0
2097,8176,1
238,3935,0
2699,10115,0
4593,8858,0
505,14595,0
6083,4004,0
1802,12794,0
2794,9453,0
4629,12121,0
107,5009,1
3297,13967,0
2344,11356,0
4005,3935,1
1612,13204,0
523,11908,0
1421,6893,0
3703,14922,0
1994,12992,0
3811,4496,0
2962,8713,0
2847,5828,1
1231,8199,0
4656,6889,0
3771,9147,0
3118,8352,0
5748,54,0
5707,12780,0
2115,2616,0
879,11622,0
2830,13535,0
1047,2243,0
5650,1621,0
2979,13313,0
182,6776,0
2209,5138,0
4106,9642,0
5596,5791,0
5507,6075,0
2349,9423,1
598,1622,1
2344,7997,0
4117,341,0
1213,9400,0
534,8156,0
814,12102,0
5794,7634,0
2796,205,0
4663,6300,0
3264,5247,0
2785,4746,0
1217,13204,0
2123,5571,0
4406,13620,0
468,1869,0
1428,5194,0
492,7567,0
5268,4174,0
420,13573,1
5893,3675,1
5844,9377,0
4993,2976,0
126,12651,0
3709,4522,0
4354,11009,0
793,2900,0
4110,4191,0
1668,8022,0
1797,2624,0
1405,2229,0
659,6042,0
2119,11174,0
4669,2996,0
2361,2670,0
1820,13109,0
1272,169,1
3982,14067,0
3171,4900,1
3671,3866,0
3079,6062,0
5213,11761,0
4126,12998,0
1546,13431,0
5383,3214,0
5131,1512,0
2155,5443,0
4944,445,0
1595,11088,0
181,12657,0
5074,6533,0
4506,8996,1
5782,210,0
1029,13579,0
2706,4659,1
5256,5432,0
1098,12214,0
5166,6621,1
5266,6188,0
1071,13339,0
1769,9616,0
3169,2821,0
1062,10369,0
2635,9726,0
3569,14305,0
617,13306,1
815,4955,0
5873,3308,0
5870,10752,0
4436,5277,0
5872,6895,0
4674,11512,1
1991,13825,0
2748,5816,0
792,7779,0
4377,6867,0
314,999,0
3867,11745,0
5597,7491,0
3469,6326,0
2305,14520,0
127,14838,0
1924,2538,0
1588,1852,0
3440,9434,0
5949,12962,0
931,14356,0
3625,4297,0
4936,5867,0
104,12951,0
4332,4523,0
5172,2195,1
636,13445,0
2106,9490,1
3057,826,0
1148,14811,0
1099,2243,0
3376,1307,1
25,5736,0
3484,921,0
92,9985,0
6038,6959,1
895,3169,0
3741,14610,0
3879,195,0
2957,7975,0
3083,5831,0
5526,7922,0
5897,4920,0
4901,5912,0
5407,5489,0
2569,2819,0
1839,328,0
133,10322,0
4983,8529,0
1622,9230,0
1762,12193,0
343,5641,0
3973,6137,0
5296,8151,0
1536,11786,0
5058,8758,0
511,2130,0
1972,10148,0
3145,1285,0
3553,7850,0
213,14559,0
3171,14955,0
1140,12783,1
1656,12608,0
1740,9939,0
3851,552,0
819,13716,0
4497,10108,1
835,9228,0
5686,4351,0
1351,9723,0
1053,7249,0
870,1374,0
3237,14019,0
6057,13458,0
1839,7714,0
3636,14111,0
636,6481,0
2014,1754,1
3818,11609,0
5353,5484,0
1787,3106,0
76,844,0
2223,1088,0
1715,7153,0
3294,11622,0
4258,1749,0
3995,12313,0
2767,13976,0
2088,8973,0
3307,4576,0
2026,12936,0
3623,12836,0
1663,11542,1
1296,11655,0
4945,11534,0
1819,9142,1
229,7793,0
1277,256,0
2043,12703,0
4646,3973,0
3307,11904,0
1127,9982,0
3480,1159,0
4186,4031,0
5556,3583,0
2336,11187,0
2692,10293,0
4940,12170,0
5827,9634,0
1527,11133,0
4573,11330,0
5357,3805,0
3924,7646,0
104,7192,0
1704,5094,0
4757,2739,0
5394,135,0
1205,11405,0
6057,7819,0
2046,6761,0
711,3375,0
3618,8707,0
5379,3875,0
5032,11134,0
502,4169,1
1138,9282,0
3899,14348,0
1533,9291,0
6044,7395,0
744,8270,0
1172,13793,1
5714,12955,1
2984,1785,0
4250,7287,0
3636,516,0
3412,3760,0
2684,1608,0
4784,4412,1
1425,3131,0
5869,5630,0
1623,2891,0
3428,5518,0
5258,4577,0
5237,589,0
2400,1706,0
3380,11759,0
1606,12835,0
5635,9516,1
4861,4675,0
759,5096,0
3497,8904,0
2635,12388,0
4733,1201,0
2590,1750,0
2126,7850,0
980,5408,0
3596,10609,1
822,4301,0
5320,6083,0
2604,11741,0
4663,5014,0
2470,13707,0
5728,9279,0
992,8348,0
3703,4271,0
2862,11295,0
1778,11322,0
5148,7508,1
1721,3780,1
3222,11252,0
590,116,1
2405,14169,0
3846,11822,0
4035,10973,0
4324,13096,0
1114,2239,0
4438,12878,0
2740,3087,1
473,2562,0
1656,8208,0
1571,46,0
2194,13083,0
5827,14626,0
5790,6449,1
1817,8958,1
1616,12552,0
59,5834,0
4041,2424,1
1736,14749,0
3333,7780,0
2645,757,0
2034,5012,1
980,12012,0
4060,6691,0
3070,10195,1
1496,11653,1
4979,13793,1
4537,4042,0
2681,9801,0
147,12561,1
5441,1849,0
4088,13371,1
4116,12843,0
3222,12383,0
5672,3190,1
499,2044,0
2975,3226,0
2998,1382,0
3142,6825,0
1510,5126,0
1703,13376,0
2180,12282,1
1909,11694,1
5356,6207,0
4601,3207,1
2641,7993,0
3586,3151,0
3786,5014,0
3719,5786,0
5455,13976,0
4462,10865,0
1910,10280,0
5110,8144,0
2596,12268,0
4155,11514,0
1583,8551,0
5772,9720,0
4435,1147,0
4581,9981,0
5462,12063,0
2473,1008,0
1416,1706,0
4624,12073,0
2036,5589,0
921,10140,0
953,10066,0
5369,13066,0
1047,3890,0
3786,10823,0
706,4234,0
5547,7277,1
2534,186,0
2969,7563,1
1172,9858,0
426,54,0
4046,6700,0
3488,3,0
3167,11576,1
2979,8889,0
769,9214,0
4341,10121,0
2703,10840,0
2028,305,0
1137,14530,0
2635,10122,0
1439,13161,0
2869,17,0
194,13713,0
2174,7111,0
3167,10410,0
3860,11627,0
5034,5812,0
610,873,0
2110,6251,1
4258,8356,0
1035,7006,1
1689,6772,0
1382,7916,0
721,14954,1
3643,6395,0
4607,12843,0
5904,14616,0
4334,6598,0
5571,13148,0
5653,10326,0
815,3745,0
2739,5970,0
2140,10396,0
1499,6479,0
2023,13276,0
4274,2944,0
312,4385,1
5688,10541,0
295,13601,0
133,3118,0
3260,9459,0
1635,10040,0
2353,1917,0
3065,8641,0
287,4234,0
1741,14660,0
368,12934,0
2565,14478,0
4884,11906,0
5467,12781,0
1162,13493,0
1574,14232,0
3431,9369,0
2223,7087,0
3011,9660,0
2525,4912,0
3805,3203,0
5574,12702,0
5547,1608,1
3658,4894,0
4320,10642,0
2684,7714,0
1716,3258,0
3544,6454,0
6054,13302,1
1047,4711,0
5583,13863,1
1812,7122,0
4807,10747,0
2711,2619,0
1342,8506,0
172,2742,0
2553,5409,0
1035,11979,0
2094,4112,0
2409,4670,0
5220,7924,0
5869,4136,0
235,12921,0
2386,1740,1
5157,4256,0
4997,2101,0
1081,320,0
1384,7569,0
3502,12,0
4911,5269,0
1099,13613,0
3804,7327,0
4268,9636,0
3899,185,0
310,10082,0
4770,12337,0
5477,2371,1
5598,2402,0
3048,8883,0
3373,12899,0
5377,14789,0
3999,3351,1
4946,13877,1
774,5235,0
3339,14519,1
5976,14706,0
5872,4742,0
1062,3011,0
6047,2254,0
2049,8634,0
5690,9255,0
1220,11409,0
4865,7816,0
3559,4501,0
404,3966,0
5547,4979,0
2584,7916,0
617,12770,0
152,14410,0
6044,1706,0
5218,4406,1
1250,14783,1
3311,825,0
4261,10271,0
59,12567,0
1827,12964,0
2553,5424,1
1358,5432,1
2961,3836,0
2877,3285,0
4945,9349,0
979,7211,0
1762,8583,0
1247,11509,0
4194,9503,0
2969,13558,0
4287,12193,0
5044,6116,0
1652,8227,0
5843,4725,0
5066,4022,0
4663,5328,0
218,2759,0
3693,7424,0
5872,12968,0
2975,6279,0
3851,14822,0
4654,1979,0
10,8065,0
3480,4152,0
852,9289,0
3899,12625,0
2283,4250,0
4588,11532,0
711,8916,0
5407,9771,0
5160,11054,0
5090,8350,0
3786,13687,0
3063,7529,0
782,9424,0
4243,3254,0
3661,1018,1
2274,9085,0
4671,9585,0
4726,12851,0
2686,13852,0
170,340,1
1762,5705,0
5628,9929,1
3693,1530,0
1062,14891,0
3824,4991,0
5872,14085,0
3659,12854,0
1413,1575,0
2189,326,0
5394,4896,1
1232,1620,1
5037,5587,0
5629,7054,0
2635,6775,0
5489,6081,0
4588,9089,0
4012,6074,0
3771,372,0
1744,12131,0
2827,14693,1
4933,9508,0
2303,860,0
3380,3686,0
1288,14648,0
6053,859,0
5851,13341,1
876,2735,0
1571,7271,0
4323,9804,0
4274,13421,0
1103,10609,0
3899,11,0
1162,11811,0
4061,10173,0
625,10325,1
3668,2667,0
248,10685,0
2830,3338,0
5179,3705,0
5748,10544,0
152,4347,0
4654,10814,0
4572,12432,0
3297,7942,0
4497,6201,0
3856,14907,0
4985,1869,0
840,7385,0
4933,6170,0
5257,396,0
879,11524,0
2001,3732,0
5624,6503,0
5790,14524,0
2389,14413,0
3771,7425,0
3040,10904,0
3279,3818,0
3720,6827,0
2635,9378,0
979,998,0
2105,5952,1
4061,8734,0
4884,1756,0
2820,12715,0
2318,7602,0
3554,11872,1
4936,3150,0
671,13008,0
1309,12724,0
2291,3961,0
1045,6563,0
4231,4740,0
3962,7772,0
5333,14556,1
1062,11380,0
3862,13974,0
2686,4609,0
4537,11522,0
59,7741,0
90,1236,0
3112,7538,0
2323,12928,0
1623,6743,0
1277,8088,0
2911,11187,1
3297,12290,0
756,8595,0
3140,11062,0
3461,10271,0
590,14143,0
3392,7997,0
408,12922,0
5037,3055,0
3136,1356,1
101,11405,0
1277,11648,0
2711,11490,0
1362,10498,0
1687,2318,1
4427,9297,1
4742,6432,0
3065,12394,1
5891,10750,0
5092,11634,0
5924,8434,0
3404,10618,0
1388,9777,1
4974,1606,0
5647,10112,0
37,323,0
5777,2804,0
4159,8364,0
4940,2278,0
1914,10358,0
5977,11883,0
4537,1812,0
5934,10220,0
2976,478,0
2869,5656,0
1439,2973,0
3275,4162,0
1358,1993,0
4749,4467,0
692,13152,1
3510,6738,0
4340,10998,1
2847,3801,0
1062,12693,0
5344,7001,0
3240,9153,0
348,3587,0
578,9899,0
4933,4304,0
4429,3344,0
3845,6287,0
4019,14577,0
2093,8976,0
2663,7558,0
2733,7891,0
2994,3051,0
6085,12343,0
4757,9350,0
4709,11083,0
5092,5957,0
3856,7714,0
3747,2971,1
1338,8143,0
6057,5911,0
2140,5877,0
98,2246,0
3577,10293,1
4314,1168,0
3643,8913,0
4976,8363,0
1897,3003,0
3222,4091,0
3437,12322,0
5544,7061,0
5131,13205,0
992,8731,0
529,6895,0
5002,4410,0
3807,11930,0
5497,7535,0
4140,7693,0
1641,3134,0
3380,11403,0
5057,11111,0
4927,3598,0
4374,5053,0
2946,8404,0
4374,709,0
3347,7760,0
2880,4230,0
1108,3026,0
1006,9668,0
2704,3208,0
1810,11727,0
4274,7849,0
3316,8521,0
1867,11148,0
1047,4006,0
5034,6126,0
3919,6884,0
5536,14208,0
1374,1711,0
5588,1485,0
4974,10382,0
965,8457,0
2337,7704,0
966,12136,0
5083,14890,0
4287,3792,1
4155,5952,1
1932,4987,0
1917,10585,0
2331,2040,0
2140,8055,0
2615,8653,0
493,11565,0
4607,13453,0
3264,12004,0
4217,9554,0
2195,4085,1
1061,5087,1
6007,11798,0
2638,10774,0
2952,11039,0
2826,9869,0
1062,4246,0
2141,15078,0
5394,1730,1
2438,11868,0
1095,7775,0
2956,14854,0
5268,9778,0
3663,13631,0
2984,1808,1
2782,4948,0
2976,4534,0
2518,6210,0
931,905,0
4160,3460,0
3515,8337,0
2292,4464,0
1014,3400,0
2135,7375,0
590,5019,0
631,5593,0
2552,14313,0
3899,12637,0
1656,14085,0
492,5162,0
4457,379,0
5769,3178,0
2593,5479,0
2185,7986,0
2525,5206,0
2625,2395,0
2001,11157,0
4949,1534,0
3508,7407,0
222,8710,1
1036,11525,0
5653,868,0
1521,13018,0
856,6805,0
4375,7796,0
2827,4933,0
1459,13818,0
3851,12817,0
2681,271,0
1162,11461,0
3028,3056,0
142,11646,0
5769,14843,0
480,1198,0
5803,5238,0
835,7665,0
5361,2775,0
4942,3643,0
2980,495,0
1172,3428,1
1561,11432,0
2833,14413,0
4865,6203,0
3518,14051,0
199,13772,0
2723,10268,0
4228,13526,0
120,6525,0
5749,13252,0
1358,1386,0
240,4152,1
3618,12932,0
5131,9095,0
4268,14970,0
3322,10168,0
2657,7946,0
5904,11384,0
881,12033,1
2830,4954,0
2337,5000,0
5383,13228,0
4492,13252,0
772,6943,0
5772,3346,0
819,3052,0
430,7805,0
4168,10650,0
1317,7663,0
5236,7871,1
1108,8922,0
3454,4942,0
5772,11342,0
2590,8751,0
3041,1792,0
3964,1688,0
4131,10455,0
897,10478,0
4870,7507,0
2962,11240,0
3103,7565,0
3479,12561,0
1324,14216,0
4827,5979,0
3899,1789,0
3643,10620,0
500,3659,0
5928,5421,0
2847,14063,0
174,11215,1
3086,10141,1
4601,13914,0
3025,9445,0
408,4492,0
3118,10463,0
2967,1357,0
609,11433,0
1277,9330,0
3111,4379,0
5010,12034,0
992,206,0
116,2535,1
2109,3218,0
3461,12962,0
168,5856,0
96,11169,0
3415,7548,0
4775,9260,0
160,4296,0
693,14333,0
1039,9383,0
4035,1086,0
267,9923,0
2979,7174,0
3714,4230,0
1962,1425,0
5854,11993,0
1565,5428,0
2462,7414,0
3587,7281,0
439,2145,0
4271,9225,0
769,1218,0
710,829,0
2010,4879,0
897,12555,0
1084,10454,0
789,6518,0
1454,4284,0
3282,11100,0
2459,5666,0
2451,3900,0
5888,2058,0
508,12939,0
5964,11212,0
96,2433,0
1202,3756,0
5379,8851,0
4228,5813,0
3040,8968,0
2796,12258,1
2967,14980,0
2623,2028,0
2830,2070,0
3118,12793,0
5142,7483,0
3372,1380,0
921,405,1
4718,6147,0
3293,7846,0
5772,7211,0
600,6285,0
3222,5620,1
4989,9182,1
1204,14641,0
1360,47,0
1486,6026,0
2744,1720,1
1571,4378,0
2104,5214,0
5625,3796,1
4432,2793,0
5220,11072,0
5606,7417,0
3311,7033,0
1062,13956,0
2104,13385,0
2699,13265,0
1144,12285,0
3025,95,0
2847,3237,0
1623,7688,0
2096,14339,0
5915,8611,0
1077,8794,0
4718,12784,0
3616,8260,1
5653,7875,0
3635,1711,0
2451,13374,0
1103,12682,0
1220,4443,0
2770,10377,0
3278,3021,0
2331,179,0
9,14463,0
4972,11856,0
5235,12785,0
4860,5857,0
1715,6443,0
3164,7144,0
3732,7702,0
3350,9806,0
1099,5869,0
414,1452,0
974,7292,0
3873,3763,0
3793,932,0
492,9548,0
3643,14593,0
2864,13873,0
335,14250,0
4540,903,0
5506,4691,0
4457,7297,0
3730,5094,0
992,2955,0
722,5347,0
5010,6077,0
340,14943,0
861,14693,0
3257,9490,0
3478,7554,0
2709,3013,0
1162,15064,0
5748,13776,0
414,14980,0
2991,8565,0
496,9226,0
2994,4235,0
5864,9042,0
1954,970,0
605,9240,0
3239,2107,1
856,13729,0
4238,12843,0
152,7746,0
526,5287,1
5411,3676,0
937,10452,0
5119,6825,0
3876,6686,0
223,13974,0
1157,6863,0
4959,4923,0
2941,8949,0
1571,841,0
159,11297,0
1553,3625,0
5839,5150,0
3018,2503,0
1359,7710,1
4318,9909,0
451,14962,0
4595,9954,0
4453,13679,0
1525,9248,1
4423,9343,0
2291,489,1
4763,4210,0
1120,11408,0
5296,12865,0
2449,14848,0
39,12552,0
2140,2239,0
3040,3225,0
331,10368,0
5085,11119,0
26,4690,0
4207,52,0
704,4880,0
1120,4691,0
4882,8734,1
277,3691,0
3039,8676,0
4026,9496,0
1975,6309,0
1353,10595,0
193,2892,0
532,7144,0
3800,15011,0
3361,4037,0
5772,2176,0
4819,2505,1
831,7829,0
5748,12826,0
3181,7014,0
3190,9005,0
5631,13591,0
2836,11546,0
4373,7980,0
414,8611,0
3372,4529,0
4661,3346,0
5891,12865,0
5394,3254,0
990,12612,1
590,6079,0
3736,9773,0
4674,10607,0
3689,1006,0
3773,8238,0
4718,3529,0
1062,4652,0
4526,1659,0
1296,2365,0
3706,13095,0
5232,2675,0
5915,5228,0
3032,9654,0
3654,8011,0
721,8906,0
1084,1668,0
2645,13823,0
2419,3351,0
2109,8113,0
5165,11073,0
122,9307,0
3643,9679,0
2927,3705,0
4550,12471,0
271,8032,0
3585,1135,0
789,4356,0
1521,1049,0
5977,8051,0
2838,11889,0
2615,10336,1
3110,4935,0
5897,6233,0
4480,10727,0
5636,1807,0
826,122,0
115,10561,0
4871,9657,0
1583,1357,0
3584,9983,0
2635,9736,0
414,12165,0
3596,12435,1
5896,12984,0
3866,4441,0
4094,7976,0
3057,9122,0
4663,6743,1
1762,13903,0
979,10478,0
1371,2770,0
2920,14830,0
3069,12586,0
1471,10720,0
4339,12666,0
500,10635,0
2518,4168,0
636,13498,0
71,8583,0
5292,4796,1
5202,1490,0
204,10307,0
4602,1823,0
1561,11264,0
2309,1190,0
500,1093,1
1971,3214,0
4067,610,0
5682,14351,0
3624,38,0
5330,12846,0
5780,13143,0
4228,9973,0
5843,7873,0
5138,4412,1
2246,7799,0
1290,5265,1
789,508,0
2801,12594,0
4740,4342,0
1122,11840,0
2479,9126,0
1005,7173,0
3101,8783,0
3962,13025,0
3258,12847,0
4167,14210,0
4294,3723,0
2331,9398,0
398,4567,0
686,7262,0
5897,6492,0
3111,10300,0
492,13163,0
3998,1512,0
1162,5037,0
2224,4799,0
5124,6007,0
1656,8438,0
2967,11480,0
4908,8519,0
1656,3338,0
4972,9388,0
1977,7284,1
5872,11281,0
5180,425,0
5165,988,0
4836,2495,0
120,12866,0
1533,8302,0
979,8346,0
4637,13223,0
1095,10051,0
5606,13310,1
2456,9832,0
1666,14266,0
2941,4699,1
1535,360,0
1296,7986,0
4678,3292,0
5142,5011,0
3643,13547,0
236,439,0
6004,182,0
4770,12293,0
5750,9753,0
3654,11934,0
2126,9791,0
3741,5535,1
2782,2305,0
4762,5001,0
258,1487,0
2924,265,0
4823,1805,0
4663,2060,0
4940,10615,0
116,4850,0
1467,11083,0
2941,10748,0
5372,6281,0
834,7777,0
4033,7392,0
3565,4911,0
2946,14815,0
1119,10953,0
5199,11737,1
3755,10507,0
3731,11299,0
4741,12394,1
3428,1810,0
3249,9126,0
235,750,0
2696,199,0
4997,7997,0
3090,1002,0
3666,5097,0
4194,13032,0
5901,1706,0
5051,14836,0
5465,11893,0
4777,4716,0
4391,10788,1
318,1530,0
3948,3749,0
1525,13182,0
884,12436,0
1242,8187,0
5890,13968,0
4920,4301,0
6057,2934,0
3171,4823,0
5263,5310,0
71,10234,0
59,8566,0
2864,13869,0
4588,9386,0
3736,12727,0
1990,6130,0
1612,4193,0
834,8118,1
3786,7709,0
2470,4460,0
3218,6042,0
6057,4141,0
2518,5634,0
273,13442,0
979,8559,0
3297,11683,0
5424,939,0
1060,1704,0
5719,5024,0
636,12824,0
2331,10169,0
3018,2300,0
1735,14470,0
3524,2190,0
2331,10644,0
660,2322,0
2337,11595,0
4121,14843,0
1423,13200,0
819,8301,0
4424,12552,0
5165,14668,0
4149,14262,0
2344,13218,0
5633,285,0
5772,15039,0
4469,12472,0
1120,14437,0
182,12044,0
3277,13625,0
1005,10851,0
152,7401,0
2513,8374,0
1191,3656,0
3618,9721,0
4123,14303,0
181,948,1
3638,7233,0
3297,13505,0
362,2646,0
5707,14332,0
1465,6601,0
344,10718,0
3587,11149,0
5048,6338,0
4035,476,0
4241,10750,0
380,4176,0
4457,11107,0
2941,1988,0
1884,9544,0
856,12274,0
1903,1435,1
354,3740,0
2079,3437,0
996,1286,0
3635,13353,0
5980,11130,0
4339,10657,0
2142,2014,1
3291,13150,0
1095,9373,0
1164,6526,0
4600,2535,0
115,5728,0
1595,1811,0
1612,14771,0
3046,6307,0
565,728,1
4355,3331,0
2381,4755,0
1874,6272,0
2976,8734,0
500,13191,0
2371,14965,0
1514,9247,0
2549,1625,0
1812,13835,1
2000,11646,0
2076,4782,0
953,14735,0
543,1236,0
1972,4896,0
683,14033,0
2331,13947,0
4361,267,0
2378,11054,0
4342,9505,0
238,1649,0
3740,13952,0
1986,3579,0
1571,8183,0
1587,10265,0
3703,6295,0
2508,3211,0
104,14387,0
2288,3449,0
2447,7095,0
4265,11946,0
4377,7470,0
5780,6622,0
1413,1722,0
3478,3883,0
3899,7758,0
3672,2858,1
5032,13205,0
171,3151,0
104,8896,0
4848,597,0
4287,1274,0
2814,192,0
5237,6763,0
3618,4122,0
5431,9218,0
4909,6252,0
139,13136,0
2034,9515,0
3899,7227,0
2891,15094,1
358,6582,1
4686,1017,1
2462,12657,0
921,2897,0
5897,11190,0
3040,4170,0
2295,12229,0
4033,919,0
3741,10374,0
586,1925,0
5702,11100,0
873,12624,0
3682,9248,0
3899,12755,0
5866,2691,0
4123,7596,0
4654,12868,0
5652,6535,0
1480,12350,0
3465,280,1
112,11612,0
1077,11760,1
2478,12787,0
4545,14506,1
235,11060,0
4909,8604,1
4159,870,0
3222,1253,0
1735,1345,0
2941,5590,0
3059,7,0
3288,6330,1
824,8675,1
897,12503,0
3208,8217,0
393,1107,1
1367,4445,0
2875,7177,0
2547,3723,0
4339,4716,0
1026,1080,0
337,14224,0
3480,10872,0
4374,11461,0
1172,12909,1
1090,426,0
1148,3876,1
5175,3400,0
1590,6130,1
645,13515,0
1231,6055,0
3645,6911,0
382,12362,0
287,8008,0
753,11355,1
2567,3860,0
4805,9141,0
2894,952,0
1164,12120,0
777,4544,0
139,13421,0
2426,13273,0
3714,8350,0
586,13880,0
3604,6856,1
